,Text,language
1583,nale bichge hechchuvari phlip phlapgalannu taralu karolge samdeshavannu kaluhisi.,KANNADA
1584,mumdina 2 varagalalli beligge 8 gamtege echcharagolluva alaram annu homdisi,KANNADA
1585,nayiya bagge nanna ella rimaimdargalannu nanu noduttene,KANNADA
1586,i shanivara syan amtoniyo kanvenshan semtarnalli enaguttide,KANNADA
1587,traphik hegide,KANNADA
1588,eshtu male,KANNADA
1589,emma avaru i vara bheti nididaga nanna pustakavannu avalomdige taralu nenapisi.,KANNADA
1590,nanna facebook phidge prastuta samchara paristhitigalannu strim madi,KANNADA
1591,limdsige samdeshadalli avalu eke tadavagi oduttiddale emdu keli.,KANNADA
1592,i varsha koloradoda aspennalli himapatavu yavaga prarambhavagalide,KANNADA
1593,"nanu 3 kke nanna mitimgnallirabeku, nanu adannu madutteneye?",KANNADA
1594,ai 5 ramdu apaghata elli,KANNADA
1595,samje 6 gamtege havamana hegiralide,KANNADA
1596,ratri 10 gamtege alaram homdisi.,KANNADA
1597,balto mattu kodage ahara nidalu nanna dainamdina j~napaneyannu raddumadi.,KANNADA
1598,bhanuvara napadalli nadeda ghatanegalu,KANNADA
1599,mumdina shukravara samje atlamtadalli madabekada kelasagalu,KANNADA
1600,10 nimishagala kala echcharikeyannu rachisi,KANNADA
1601,"nanu beril avara chikkammana balige beligge 10 gamteya namtara barabekagide, hagagi nanu illimda eshtu samayakke horadabeku?",KANNADA
1602,tyampadimda nyuyarkge iruva amtara eshtu?,KANNADA
1603,vetarans meravanigegagi dauntaun rastegalannu nirbamdhisalaguttadeye?,KANNADA
1604,vet apayimtmemt shukravara madhyahna 2 gamtege emdu nanage guruvara nenapisi.,KANNADA
1605,mumdina varagalige ella dinnar rimaimdargalannu alisi,KANNADA
1606,i timgala nanna ella alaramgalannu pradarshisi,KANNADA
1607,nanna alaram raddumadi.,KANNADA
1608,"aleksa, nivu timge samdeshavannu kaluhisabahude?",KANNADA
1609,madhyahnada samayadalli adu horage hege kanuttade?,KANNADA
1610,taimar annu 45 nimishagala kala homdisi,KANNADA
1611,brekimg bemjamin avara ittichina hadannu ple madi,KANNADA
1612,"nanu nanna manekelasavannu madalu maretiddene, imdu ratriya namtara adannu madalu nanage nenapide.",KANNADA
1613,namma gumpina adhyaksharannu masika bheti madalu j~napaneyannu badalayisi.,KANNADA
1614,nanna terigegala j~napanege tippaniyannu serisi: w 2 annu mareyabedi.,KANNADA
1615,i varamtyadalli bisiyagiruttadeye?,KANNADA
1616,ivattina havamana he+gide,KANNADA
1617,"somavara, mamgalavara, budhavara samje 4 gamtege &#39;amtibayotiks&#39; emba echcharikeyannu rachisi",KANNADA
1618,shukravara madhyahna 2 gamtege shapimg yojanegala bagge theresage nenapisi.,KANNADA
1619,shukravara sarasotadalli chalanachitragalu pradarshanagolluttive,KANNADA
1620,nanu imdu kelasa madalu chatri tegedukollabeke?,KANNADA
1621,naleya havamana varadi hegittu,KANNADA
1622,shalege hoguva rastegalalli innu sakashtu himavideye?,KANNADA
1623,5 nimishagala kala taimar annu homdisi,KANNADA
1624,nanu namtara nannomdige kiruchitragalannu tarabeke?,KANNADA
1625,"nanu 1130 kke kelasa bittare, nanu detange eshtu gamtege hoguttene, oho.",KANNADA
1626,nale 4 mattu 5 kke nanage alaramgalannu homdisi,KANNADA
1627,lamdannalli disembar 7 ra havamana,KANNADA
1628,traphik tappisalu imdu beligge kelasa madalu uttama marga yavudu,KANNADA
1629,shukravaradamdu beligge 10 gamtege aph madalu alaram homdisi,KANNADA
1630,shukravara ratri market ples mal suttalu sakashtu traphik ideye?,KANNADA
1631,i guruvara samje 4 gamtege damtavaidyara balige hogalu nivu nanage j~napane madabahude?,KANNADA
1632,imdu ratri nanna pradeshadalli yava krismatas laitimg ivemtgalive,KANNADA
1633,somavara agast 6 ramdu samje 6 gamtege shala tereda manegagi j~napaneyannu homdisi,KANNADA
1634,thamge samdesha kaluhisi dayavittu nivu illige barabahude?,KANNADA
1635,taimar annu 1 nimishakke homdisi,KANNADA
1636,madhyahna 2 gamtege hustannalli traphik ideye,KANNADA
1637,phransna dakshinadalli havamana,KANNADA
1638,havamana 12/15/2017,KANNADA
1639,miyamiyimda ki vestge hogalu eshtu samaya tegedukolluttade,KANNADA
1640,nanu kamphart nirgamanadimda spars atakke phidar rasteyalli ulidare eshtu samaya tegedukolluttade?,KANNADA
1641,nildanavannu viramagolisi,KANNADA
1642,nanu samta klaritadimda bidigalalli hodare raita marukattege hogalu eshtu samaya tegedukolluttade?,KANNADA
1643,samtoshada gamtegalu,KANNADA
1644,90 ra paryayakkagi plepattiyannu madi,KANNADA
1645,nanu igale horatare illimda braitange hogalu eshtu samaya tegedukolluttade,KANNADA
1646,chanal 32 ralli prasaravaguttiruva nanna mechchina chalanachitravannu vikshisalu imdu ratri 8:00 gamtege j~napaneyannu homdisi.,KANNADA
1647,iga kyatharinge uttarisi.,KANNADA
1648,nanu dreks hosa albam annu kelalu bayasuttene,KANNADA
1649,imdu gudugu sahita maleyagabahude?,KANNADA
1650,nanna damtavaidyara nemakatiya kuritu guruvara j~napaneyannu homdisi.,KANNADA
1651,ammanige mesej madi mattu nanu braunigalannu madiddene emdu heli.,KANNADA
1652,nale belagge 6 gamtege alaram homdisi,KANNADA
1653,imdu alikallu bilalideye?,KANNADA
1654,guruvara belagge 7 gamtege alaram homdisi,KANNADA
1655,bostannalli chakolet pravasagalu,KANNADA
1656,lga traphik navikarana,KANNADA
1657,kelasada namtara svalpa letis kharidisalu nanage nenapisi.,KANNADA
1658,illimda temecula ge paryaya margagalu,KANNADA
1659,talimu taimarnimda 10 nimishagalannu tegeduhaki,KANNADA
1660,phransnalli havamana hegide?,KANNADA
1661,i hadannu nanna hesarillada plepattige ulisi.,KANNADA
1662,shaleya namtara magalannu karedukomdu hogalu j~napaneyannu raddugolisi,KANNADA
1663,60 nimishagala namtara echcharikeyannu homdisi,KANNADA
1664,mobailnalli bhanuvarada traphik paristhitigalu yavuvu,KANNADA
1665,masajnomdige omdu gamte apt homdisalu nanage nenapisi,KANNADA
1666,illimda dali myusiyamge eshtu samaya,KANNADA
1667,bhanuvaradamdu atlamtik nagarakke railinalli prayana eshtu samaya,KANNADA
1668,adu bisiyagalideye?,KANNADA
1669,nanu nanna vekap alaram annu bere samayakke badalayisabekagide.,KANNADA
1670,charliya phon samkhyeyannu keluttiruva ammanige samdesha.,KANNADA
1671,belagge 6 gamtege alaram homdisi,KANNADA
1672,koneya echcharikeyannu alisi,KANNADA
1673,kesi dauntaunnamte traphik hegide,KANNADA
1674,taimarge omdu gamte serisi,KANNADA
1675,somavara samje 5 gamtege alaram homdisi,KANNADA
1676,samje 7 gamtege alaram raddugolisi,KANNADA
1677,dayavittu taimar annu punararambhisalaguttide,KANNADA
1678,nanu ivattu homdisiruva alaramgalannu nanage torisi,KANNADA
1679,chalaneyalliruva taimarnalli eshtu nimishagalu ulidive?,KANNADA
1680,varada nanna rimaimdargalannu nanage torisi.,KANNADA
1681,nanu asvasthanagiddene addarimda dayavittu naleya j~napanegalannu alisi.,KANNADA
1682,hadu virama,KANNADA
1683,nanu 7 gamtege horatare nanu ramcho kukamomgage hogalu eshtu samaya tegedukolluttade,KANNADA
1684,nanu manege baruvavarege eshtu samaya,KANNADA
1685,i rasteyalli enadaru gumdigaliveye,KANNADA
1686,bemtlisge hogalu nanu an maduva rasteya hesarenu?,KANNADA
1687,prastuta traphik paristhitigalomdige nanu madhyahnada modalu mukhya rastege hogabahude?,KANNADA
1688,nanage chatri beke?,KANNADA
1689,partiyannu raddu madalu lisalige heli.,KANNADA
1690,richmamdge hogalu eshtu samaya tegedukolluttade,KANNADA
1691,telar svipht pattanakke baruttane,KANNADA
1692,vibhinna sthitiyimda chatgalannu odi.,KANNADA
1693,maikna kelasadimda itihasa myusiyam eshtu duradallide?,KANNADA
1694,varamtyada ella alaramgalannu alisi.,KANNADA
1695,imdu ratri imel jange j~napaneyannu raddugolisi,KANNADA
1696,10 nimishagala kaumtdaun annu prarambhisi,KANNADA
1697,nale beligge 8 gamtege alaram alisi,KANNADA
1698,traphik suttalu bere margavideye,KANNADA
1699,i ritiya hechchina samgita,KANNADA
1700,shukravarada alaram raddugolisi,KANNADA
1701,nale samje 4 gamtege alaram rachisi.,KANNADA
1702,beligge 8 gamtege shubhodaya alaram homdisi,KANNADA
1703,chamdamaruta yavaga baruttade?,KANNADA
1704,phloridadalli koneya hima yavaga,KANNADA
1705,idu sanna havamanavagide,KANNADA
1706,dayavittu me 27 ramdu madhyaratriyimda 10 nimishagalavarege nanage alaram rachisi,KANNADA
1707,taimar annu 15 nimishagala kala homdisi,KANNADA
1708,nanu karnivalge begane baruttene emdu anitage tilisi,KANNADA
1709,prati 20 nimishagaligomme nanna alaram annu rimg madalu homdisi,KANNADA
1710,portlyamdnimda siyatalge samchara hegide,KANNADA
1711,marunirupaneyannu (plebak) alpaviramisu (pas),KANNADA
1712,mumdina 14 ramdu samje 5 gamtege nivu nannannu gadiyara madabahude?,KANNADA
1713,imdu kyaliphorniyadalli havamana hegide?,KANNADA
1714,nyuyarknalli atyuttama bradve pradarshanagalu,KANNADA
1715,nanna shanivarada alaram annu aph madi.,KANNADA
1716,"tonyage samdeshavannu kaluhisi, akeya ulida vastugalannu padeyalu avalu baruttira emdu kelalu",KANNADA
1717,afest gagi pyak madalu j~napaneyannu homdisi,KANNADA
1718,i timgalu bitals tribyut byamd philadelphiya,KANNADA
1719,nanna draiv manege eshtu samaya emdu nanage tilisi,KANNADA
1720,beligge 5 gamtege alaram set annu alisi,KANNADA
1721,dayavittu nanna ella alaramgalannu alisi.,KANNADA
1722,"ammanige nanu 2019 ivattu baruttiddene, lav yu emdu samdesha kaluhisi",KANNADA
1723,hechchu gudugu sahita male baralide,KANNADA
1724,nanna otadalli eshtu samaya ulidide,KANNADA
1725,apal vyalige prastuta draiv samaya yavudu,KANNADA
1726,mopac` nalli traphik kettadagide,KANNADA
1727,i - 75 nalli eshtu traphik ide,KANNADA
1728,nanna damtavaidyara apayimtmemt annu nigadipadisuva 30 nimishagala modalu nanage nenapisi.,KANNADA
1729,imdu karinalli gyas padeyalu nanage nenapisi.,KANNADA
1730,nanu 7 gamtege maneyimda horatare nanu eshtu gamtege ketiya manege hoguttene,KANNADA
1731,taimar annu illi nillisi (nirdishta samayavannu namudisi),KANNADA
1732,omdu 10 nimishagala samaya mattu omdu 40 nimishagala taimar annu homdisi,KANNADA
1733,beligge 6 gamtege alaram homdisi,KANNADA
1734,nivu nanna ella alaramgalannu alisabahude?,KANNADA
1735,sagarada munsuchane enu?,KANNADA
1736,shukravarada alaram annu 3: 30 rimda 4: 00 kke badalayisi,KANNADA
1737,hechchu hana kharchagada nanu imdu ratri enu madabahudu,KANNADA
1738,taimar annu 8 nimishagala kala vilambagolisi,KANNADA
1739,dayavittu budhavaradamdu homdisalada alaramgalannu pradarshisi.,KANNADA
1740,mamgalavara phon bil annu mel madalu nanage nenapisi.,KANNADA
1741,ninneyimda nanna koneya j~napaneyannu torisu.,KANNADA
1742,bogota vishvada atyamta ketta samcharagalalli omdagide,KANNADA
1743,nadurasteyalli snobyamknalli silukiruvaga tair annu hege saripadisuvudu emdu chakge keli,KANNADA
1744,dauntaun sinsinattige nirmanavannu haduhogadeye nirdeshanagalannu padeyiri,KANNADA
1745,nirina philtar annu badalayisalu timgaligomme marukalisuva j~napaneyannu homdisi.,KANNADA
1746,yava samayakke male bilalide?,KANNADA
1747,agast 21 ramdu dakshina kerolinada charlstannalli maleyaguva sadhyategalu yavuvu,KANNADA
1748,5 nimishagala kala taimar annu punararambhisi.,KANNADA
1749,nale hechchina taylet pepar annu ardar madalu nanage nenapisi.,KANNADA
1750,nanu 2 gamtege illimda horatare nanu panama siti bichge eshtu gamtege hoguttene . mi .,KANNADA
1751,keuneya hadu,KANNADA
1752,nanu julai ivemtge hajaraguvudilla emdu pyatiya kekgalige samdesha kaluhisi.,KANNADA
1753,nanna taimargalannu ottugudisi,KANNADA
1754,samchara dayavittu mattu dhanyavadagalu,KANNADA
1755,modala samdeshakke thambs daun mulaka pratikriyisi,KANNADA
1756,35 nimishagalalli chikan annu tirugisi,KANNADA
1757,ajji junnimda ittichina pathyagalannu padedukolli,KANNADA
1758,prati shanivara madhyahna 12 gamtege alaram barisi,KANNADA
1759,nanna taimar annu 30 sekemdugalalli homdisi,KANNADA
1760,ratri 10 gamtege nanna karyakramakkagi tivi an madalu 10 nimishagala modalu nannannu echcharisi,KANNADA
1761,nale madhyahnakke alaram homdisi,KANNADA
1762,huttuhabbada shubhashayagalannu kaluhisalu nanage nenapisi,KANNADA
1763,"jaksanville, nc nimda gyatlinbargge vegavada marga yavudu?",KANNADA
1764,yavaga mumdina raja tat pradarshana,KANNADA
1765,signalnimda nanna chikkappa re avara samdeshavannu nodalu nanu bayasuttene,KANNADA
1766,mumdina hadige terali,KANNADA
1767,atlamtik karavaliyalli yava sthalavu imdu bechchagiruttade,KANNADA
1768,yunaited stetsnimda guvam eshtu duradallide,KANNADA
1769,nanna prastuta taimarge 10 nimishagalannu serisi.,KANNADA
1770,nanna ella alaramgalannu alisi,KANNADA
1771,samudaya raja pakshagalu,KANNADA
1772,dishvashar annu prarambhisalu tailar annu omdu gamteyalli nenapisi,KANNADA
1773,vetgagi echcharikeyannu alisi,KANNADA
1774,ella setuve klab j~napanegalannu tegeduhaki,KANNADA
1775,miyamiyimda nyuyarkge eshtu duravide,KANNADA
1776,mamgalavara madhyahna 12 gamtege vaidyara nemakatiyannu nenapisi,KANNADA
1777,navu imdu alikallu padeyaliddeveye?,KANNADA
1778,saseksge samchara hege,KANNADA
1779,nale ratri 10 gamtege j~napaneyannu homdisi,KANNADA
1780,samje 6 gamtege havamana hegiruttade?,KANNADA
1781,mumdina somavarakke nanu enannadaru nigadipadisideye?,KANNADA
1782,syan diyagodimda syan phransiskoge eshtu mailugalu,KANNADA
1783,ella alaramgalannu torisi,KANNADA
1784,maik nanage mesej madideye?,KANNADA
1785,navu eshtu imchugalashtu himavannu nirikshisabeku?,KANNADA
1786,42 nimishagala kala taimar annu hege homdisuvudu?,KANNADA
1787,nivu shipharasu maduva nildanavannu ple madi,KANNADA
1788,bich parvatakkagi nanu jaket annu pyak madabeke?,KANNADA
1789,kadalatirada samchara hegide,KANNADA
1790,nanu bichge bas athava tyaksi tegedukollalu idu vegavagideye?,KANNADA
1791,ivattu ratri yavaga kattalaguttade,KANNADA
1792,yavaga chamdamarutada rritu,KANNADA
1793,maleyimda pravaha umtaguvude?,KANNADA
1794,disembar 21 mattu 22 ne guruvara mattu shukravaradamdu dauntaun detrayitnallina maskvered ghatanegalannu nanage tilisi,KANNADA
1795,7 gamteya badalu nale 6 gamtege nannannu echcharisi.,KANNADA
1796,imdu ratri nanna karannu saripadisalu j~napaneyannu alisi.,KANNADA
1797,makkaligagi yavude rajadinada ghatanegalu,KANNADA
1798,himapatada echcharike ideye,KANNADA
1799,nyu meksikodalli tapamana eshtu?,KANNADA
1800,imdu samje traphik jastiyagide,KANNADA
1801,shukravara madhyahna 3 gamtege pik ap kids emba alaram madi,KANNADA
1802,"aleksa, ammanige dhanyavada helu.",KANNADA
1803,eshtu samayadavarege traphik nanna draiv annu hechchisuttade,KANNADA
1804,sharlet mattu hamtarsville naduvina amtara eshtu,KANNADA
1805,shedyulimg rimaimdar annu homdisi.,KANNADA
1806,narmannalli elli nirmanavagide,KANNADA
1807,mumdina vara nanna alaramgalu yavuvu?,KANNADA
1808,reli mattu darham naduvina samchara hegide,KANNADA
1809,traphik hegide,KANNADA
1810,nanage prati alaram torisi,KANNADA
1811,krismas dinada tapamanavannu hamchikolli.,KANNADA
1812,krayongalannu kharidisalu j~napaneyannu alisi,KANNADA
1813,nale makkalannu karedukomdu hogalu rimaimdar annu alisi.,KANNADA
1814,nivu spatiphainalli nanna plepattiyannu ple madabahude?,KANNADA
1815,i vara shitada mumbhaga baruttideye?,KANNADA
1816,nanna maneyimda 3 mailigala olage yavude traphik ideye,KANNADA
1817,nyuyarknimda kyaliphorniyage eshtu mailugalu,KANNADA
1818,modalinimdalu hadannu riple madi,KANNADA
1819,nanage dainamdina j~napanegalannu torisi,KANNADA
1820,nanna sodara mavanige dayavittu nanna janmadinada shubhashayagalannu heli.,KANNADA
1821,nanna samdeshakke duhkhada pratikriyeyannu serisi,KANNADA
1822,utada samayakke alaram homdisi,KANNADA
1823,ella alaramgalannu snuj madi,KANNADA
1824,higgins sarovarada tapamana enu?,KANNADA
1825,aphestgagi pyak madalu rimaimdar homdisi emdu nanu helide,KANNADA
1826,prastuta taimar annu viramagolisi,KANNADA
1827,echcharagollu emba alaram annu rachisi mattu nale beligge 9 gamtege amche kacherige hogi.,KANNADA
1828,nanna taimar annu punararambhisi,KANNADA
1829,kasavannu horategeyalu 7 gamtege j~napaneyannu homdisi.,KANNADA
1830,mumdina vara amamda avaromdige nanna rimaimdargalu yavuvu?,KANNADA
1831,prati 2ne shanivara samje 4 gamtege aph aguva alaram annu rachisi,KANNADA
1832,i vara yavude mojina kridakutagalu,KANNADA
1833,omdu timgala kala pratidina madhyahna mattu samje 6 gamtege alaram madi,KANNADA
1834,kelavu talimu samgitavannu ple madi.,KANNADA
1835,nanna sahodarige omdu dinada udugoreyannu kharidisalu nanage nenapisi,KANNADA
1836,chikago mattu detrayit naduve eshtu mailugalu,KANNADA
1837,nalegagi alaram annu nivarisi,KANNADA
1838,samdesha,KANNADA
1839,imdu eshtu bisiyagiruttade?,KANNADA
1840,bhanuvara bramchgagi 9 : 30 am kke hosa saptahika j~napaneyannu serisi,KANNADA
1841,dyanige samdesha kaluhisi mattu avanu kamik kange hogalu bayasuttaneye emdu nodi,KANNADA
1842,2 gamtegala kala echcharikeyannu homdisi,KANNADA
1843,nilgagi kek tayarisalu j~napaneyannu kollu,KANNADA
1844,dayavittu nanna chat vinamtigalannu himpadeyiri,KANNADA
1845,"nanu ratri 9 gamtege illimda horatare, nanu ratri 11 gamtege taipege hogutteneye?",KANNADA
1846,pensakoladalli i varamtyadalli uchitavagi madabekada kelasagalu,KANNADA
1847,ivattu chaliyagalideye,KANNADA
1848,nanu traphiknalli silukikomdiddene emdu krisge samdesha kaluhisi,KANNADA
1849,dayavittu taimar annu 50 nimishagala kala homdisi,KANNADA
1850,samje 7 gamteya echcharikeyannu alisi,KANNADA
1851,"beligge 9 gamtege modalu iruva ella kelasada j~napanegalannu tegeduhaki. , dayavittu .",KANNADA
1852,syan phransiskodalli mumdina vara tapamana c,KANNADA
1853,6 : 10 kke alaram raddugolisi,KANNADA
1854,nivu iruva ritiyalliye hadannu punaravartisi,KANNADA
1855,bhari traphiknalli nanu allige hogalu eshtu samaya tegedukolluttade,KANNADA
1856,90 ra dashakada hadugala plepattiyannu rachisi,KANNADA
1857,baltimornalli havamana hegide,KANNADA
1858,myajik 93 payimt 7 annu adalu prarambhisi,KANNADA
1859,shotaimnalli autlyamdar velapatti,KANNADA
1860,imdu eshtu ardravagide,KANNADA
1861,prati somavara belagge 6 mattu samje 5 gamtege alaram rachisi,KANNADA
1862,80 ra dashakavannu matra adi,KANNADA
1863,dayavittu i hadannu viramagolisi.,KANNADA
1864,imdu ratri 6 gamtege havamanada bagge heli?,KANNADA
1865,imdu maleyagabahudu emdu ninne havamana taj~naru heliddare. imdu havamana hegide?,KANNADA
1866,madhyahna 1 : 45 gamtege 15 nimishagala taimar annu nigadipadisi,KANNADA
1867,ardrate enu,KANNADA
1868,besbal atavannu vikshisalu madhyahna 3 gamtege j~napaneyannu homdisi,KANNADA
1869,80 ra samgitavannu ple madi,KANNADA
1870,dayavittu homdisalada alaramgalannu nanage torisi.,KANNADA
1871,nanna kelasada taimar annu 10 nimishagalalli punararambhisi.,KANNADA
1872,nanu imdu sharts dharisabeke?,KANNADA
1873,ratri 10 gamtege echcharikeyannu homdisi,KANNADA
1874,nanu chatri tarabeke?,KANNADA
1875,vaidyarige j~napaneyannu homdisi,KANNADA
1876,imdu samje male bilalideye &gt;,KANNADA
1877,nalegagi akashavu bisilinallideye,KANNADA
1878,pattiyalli mumdina hadannu ple madi,KANNADA
1879,what &#39;sapp tereyiri mattu pathyavannu kaluhisi.,KANNADA
1880,sauthimgtannalli apal koylu utsavakke heddari athava himdina rastegalannu tegedukolluvudu tvaritave?,KANNADA
1881,nanu bush avara hadannu kelabahude?,KANNADA
1882,guruvara ratri 7 gamtege navu atavannu homdiddeve emdu kutumbada gumpinalliruva ellarigu nenapisi.,KANNADA
1883,imdu ratri 11 gamtege nanna alaram homdisi,KANNADA
1884,mumdina blij kan ivemt yavaga,KANNADA
1885,mamgalavara nanage 8 : 45 mattu 9 : 17 kke alaram nidi,KANNADA
1886,1 nalli nanage nenapisi. 00pm,KANNADA
1887,i varamtyadalli nanna hattira bramch speshal,KANNADA
1888,syan amtoniyodimda galvestan eshtu duradallide?,KANNADA
1889,madhyahnada havamana hegiruttade?,KANNADA
1890,rajeya ghatanegalu,KANNADA
1891,i varamtyadalli shamghai tapamana si,KANNADA
1892,shukravara samje 5 gamtege alaram rachisi,KANNADA
1893,5 nimishagalalli taimar annu maruprarambhisi,KANNADA
1894,tap 10 atyuttama rap hadugalannu ple madi,KANNADA
1895,huttuhabbada parti rimaimdar annu alisi.,KANNADA
1896,imdu maleyaguva sadhyate eshtu?,KANNADA
1897,hosa go tu slip alaram annu rachisi.,KANNADA
1898,5 shirshikeya kelasakkagi alaram homdisi,KANNADA
1899,i varamtyadalli havamana hegiruttade?,KANNADA
1900,3 dinagalalli havamana hegiruttade,KANNADA
1901,dayavittu krismas samgitavannu ple madi,KANNADA
1902,5 gamtege nannannu bhetiyagalu heli.,KANNADA
1903,nanu i tukavannu yavaga mugisiddene,KANNADA
1904,himdina taimar annu alisi mattu hosadannu serisi.,KANNADA
1905,i varamtyadalli verijhon thiyetarnalli ella samgita kacherigalannu patti madi,KANNADA
1906,shukravara ratri amc yunivarsalnalli yava chalanachitragalu ple aguttive,KANNADA
1907,mumbaruva sharatkaladalli modala himavannu yavaga uhisalagide,KANNADA
1908,prati timgala 3ne tarikhinamdu jim sadasyatvavannu pavatisalu masika echcharikeyannu homdisi,KANNADA
1909,natali sumdaravagiddale emdu phesbuknalli samdesha kaluhisi.,KANNADA
1910,budhavara 7 kke alaramgalannu homdisi. belagge 30 mattu 8. 00am,KANNADA
1911,shukravaradamdu homdisalada yavude alaramgalannu nanage torisi.,KANNADA
1912,nanu railannu tegedukomdare nanu samayakke nanna vaidyarannu apayimtmemt madutteneye?,KANNADA
1913,tarkiyalli shakhada ale ideye?,KANNADA
1914,prati 30 nimishagaligomme alaram homdisi.,KANNADA
1915,imdu samje 5 gamtege dinasigalannu tegedukollalu nanage nenapisi,KANNADA
1916,nanu idiga svalpa jajh samgitavannu kelabahude?,KANNADA
1917,nale beligge 9 gamtege tanna vaidyara apayimtmemtge hogalu tayige nenapisi.,KANNADA
1918,i ritiya innashtu hadugalannu ple madi,KANNADA
1919,imdu yava vegadalli gali bisuttide?,KANNADA
1920,vadhuvina shavargagi gyabiyannu kharidisiddannu keluva mulaka linetge samdesha kaluhisi,KANNADA
1921,nivu taimar annu amanatugolisabahudu,KANNADA
1922,nanu j~napaneyannu athava mamgalavaravannu homdisabekagide,KANNADA
1923,nale besaidnalli enu maduvudu khushiyaguttade,KANNADA
1924,budhavara beligge 8 gamtege mattu madhyahna 4 gamtege eradu alaramgalannu rachisi,KANNADA
1925,taimar annu matte prarambhisi.,KANNADA
1926,iga bostannalli enu nadeyuttide,KANNADA
1927,dayavittu somavarada havamanavannu nanage nidi,KANNADA
1928,imdu ratri kadime enu,KANNADA
1929,devidge vegavagi hogalu nanu muktamargavannu tegedukollabeke?,KANNADA
1930,nanna hattira vain ruchi,KANNADA
1931,nanu limkin parkna koneya albam annu kelalu bayasuttene,KANNADA
1932,somavara belagge 6 gamtege eddelalu echcharikeyannu ayojisi,KANNADA
1933,domt stap mi nau annu adalu spotify ge heli,KANNADA
1934,nanna koneya samaya yavudu?,KANNADA
1935,nanu namtara bab jote matanadabeku ; nivu 5:00 kke nanage nenapisabahude?,KANNADA
1936,nagarakke samchara dattane adhikavagide,KANNADA
1937,stesi an lain mulaka parishilisi,KANNADA
1938,i timgalu yavude mojina hosa varshada partigalu,KANNADA
1939,taimar an agiruvaga karegalannu nirlakshisi,KANNADA
1940,imdu eshtu bisiyagiruttade?,KANNADA
1941,nanu eshtu alaramgalannu homdisabahudu?,KANNADA
1942,telar svipht ghatanegalu,KANNADA
1943,i samjeya havamana hegide?,KANNADA
1944,jessige samdeshavannu kaluhisi mattu avaru mumdina timgalu panama siti bichnalli yava hotelnalli tamgiddaremdu keli,KANNADA
1945,prati bhanuvara ratri 10 gamtege alaram madi.,KANNADA
1946,i 5k res nanage eshtu samaya tegedukolluttade embudannu kamduhidiyalu taimar annu balasuttiddene,KANNADA
1947,idiga 5 phriveyalli traphik enu,KANNADA
1948,munsuchane enu?,KANNADA
1949,nanu nanna renbutgalannu dharisabeke?,KANNADA
1950,budhavara male bilabeke?,KANNADA
1951,nale bichge hechchuvari phlip phlapgalannu taralu karolge samdeshavannu kaluhisi.,KANNADA
1952,mumdina 2 varagalalli beligge 8 gamtege echcharagolluva alaram annu homdisi,KANNADA
1953,nayiya bagge nanna ella rimaimdargalannu nanu noduttene,KANNADA
1954,i shanivara syan amtoniyo kanvenshan semtarnalli enaguttide,KANNADA
1955,traphik hegide,KANNADA
1956,eshtu male,KANNADA
1957,emma avaru i vara bheti nididaga nanna pustakavannu avalomdige taralu nenapisi.,KANNADA
1958,nanna facebook phidge prastuta samchara paristhitigalannu strim madi,KANNADA
1959,limdsige samdeshadalli avalu eke tadavagi oduttiddale emdu keli.,KANNADA
1960,i varsha koloradoda aspennalli himapatavu yavaga prarambhavagalide,KANNADA
1961,"nanu 3 kke nanna mitimgnallirabeku, nanu adannu madutteneye?",KANNADA
1962,ai 5 ramdu apaghata elli,KANNADA
1963,samje 6 gamtege havamana hegiralide,KANNADA
1964,ratri 10 gamtege alaram homdisi.,KANNADA
1965,balto mattu kodage ahara nidalu nanna dainamdina j~napaneyannu raddumadi.,KANNADA
1966,bhanuvara napadalli nadeda ghatanegalu,KANNADA
1967,mumdina shukravara samje atlamtadalli madabekada kelasagalu,KANNADA
1968,10 nimishagala kala echcharikeyannu rachisi,KANNADA
1969,"nanu beril avara chikkammana balige beligge 10 gamteya namtara barabekagide, hagagi nanu illimda eshtu samayakke horadabeku?",KANNADA
1970,tyampadimda nyuyarkge iruva amtara eshtu?,KANNADA
1971,vetarans meravanigegagi dauntaun rastegalannu nirbamdhisalaguttadeye?,KANNADA
1972,vet apayimtmemt shukravara madhyahna 2 gamtege emdu nanage guruvara nenapisi.,KANNADA
1973,mumdina varagalige ella dinnar rimaimdargalannu alisi,KANNADA
1974,i timgala nanna ella alaramgalannu pradarshisi,KANNADA
1975,nanna alaram raddumadi.,KANNADA
1976,"aleksa, nivu timge samdeshavannu kaluhisabahude?",KANNADA
1977,madhyahnada samayadalli adu horage hege kanuttade?,KANNADA
1978,taimar annu 45 nimishagala kala homdisi,KANNADA
1979,brekimg bemjamin avara ittichina hadannu ple madi,KANNADA
1980,"nanu nanna manekelasavannu madalu maretiddene, imdu ratriya namtara adannu madalu nanage nenapide.",KANNADA
1981,namma gumpina adhyaksharannu masika bheti madalu j~napaneyannu badalayisi.,KANNADA
1982,nanna terigegala j~napanege tippaniyannu serisi: w 2 annu mareyabedi.,KANNADA
1983,i varamtyadalli bisiyagiruttadeye?,KANNADA
1984,ivattina havamana he+gide,KANNADA
1985,"somavara, mamgalavara, budhavara samje 4 gamtege &#39;amtibayotiks&#39; emba echcharikeyannu rachisi",KANNADA
